45,M,3,ensino medio,casado,$60K - $80K,blue,5,3,1,12691.51,1144.90,42
49,F,5,mestrado,solteiro,menos que $40K,blue,6,2,1,8256.96,1291.45,33
51,M,3,mestrado,casado,$80K - $120K,blue,4,0,1,3418.56,1887.72,20
40,F,4,ensino medio,na,menos que $40K,blue,3,1,4,3313.03,1171.56,20
40,M,3,sem educacao formal,casado,$60K - $80K,blue,5,0,1,4716.22,816.08,28
44,M,2,mestrado,casado,$40K - $60K,blue,3,2,1,4010.69,1088.07,24
51,M,4,na,casado,$120K +,gold,6,3,1,34516.72,1330.87,31
32,M,0,ensino medio,na,$60K - $80K,silver,2,2,2,29081.49,1538.32,36
37,M,3,sem educacao formal,solteiro,$60K - $80K,blue,5,0,2,22352.50,1350.14,24
48,M,2,mestrado,solteiro,$80K - $120K,blue,6,3,3,11656.41,1441.73,32
42,M,5,sem educacao formal,na,$120K +,blue,5,2,3,6748.40,1201.27,42
65,M,1,na,casado,$40K - $60K,blue,6,3,2,9095.59,1314.42,26
56,M,1,graduacao,solteiro,$80K - $120K,blue,3,0,6,11751.09,1539.95,17
35,M,3,mestrado,na,$60K - $80K,blue,5,3,1,8547.74,1311.48,33
57,F,2,mestrado,casado,menos que $40K,blue,5,2,2,2436.00,1570.23,29
44,M,4,na,na,$80K - $120K,blue,5,2,1,4234.96,1348.10,27
48,M,4,doutorado,solteiro,$80K - $120K,blue,6,3,2,30367.57,1671.12,27
41,M,3,na,casado,$80K - $120K,blue,4,1,4,13535.91,1028.75,21
61,M,1,ensino medio,casado,$40K - $60K,blue,2,3,2,3193.51,1336.54,30
45,F,2,mestrado,casado,na,blue,6,2,1,14470.78,1207.79,21
47,M,1,doutorado,divorciado,$60K - $80K,blue,5,0,2,20979.05,1178.72,27
62,F,0,mestrado,casado,menos que $40K,blue,2,3,3,1438.73,692.25,16
41,M,3,ensino medio,casado,$40K - $60K,blue,4,1,2,4470.45,931.04,18
47,F,4,na,solteiro,menos que $40K,blue,3,2,3,2492.08,1126.97,23
54,M,2,na,casado,$80K - $120K,blue,4,3,2,12217.38,1110.07,21
41,F,3,mestrado,solteiro,menos que $40K,blue,6,2,1,7768.43,1052.00,22
59,M,1,ensino medio,na,$40K - $60K,blue,4,2,1,14784.12,1197.92,23
63,M,1,na,casado,$60K - $80K,blue,3,2,3,10215.26,1904.01,40
44,F,3,sem educacao formal,solteiro,na,blue,5,2,2,10100.66,1052.46,18
47,M,4,ensino medio,casado,$40K - $60K,blue,6,0,0,4785.24,1045.67,38
53,M,3,na,casado,$80K - $120K,blue,3,3,2,2753.96,1038.80,25
53,M,2,sem educacao formal,casado,$60K - $80K,blue,2,1,5,2451.40,1596.34,26
41,M,4,mestrado,casado,$60K - $80K,blue,4,2,1,8923.23,1589.11,24
53,F,2,graduacao,casado,menos que $40K,blue,5,3,2,2650.38,1411.63,28
58,M,0,mestrado,casado,$80K - $120K,blue,6,2,2,12555.16,1291.68,24
55,F,1,graduacao,solteiro,menos que $40K,blue,4,1,2,3520.61,1407.71,43
55,F,3,mestrado,casado,menos que $40K,blue,6,3,2,3035.78,1877.05,37
42,F,4,ensino medio,casado,menos que $40K,gold,2,3,3,15433.35,966.80,22
57,F,1,mestrado,na,$40K - $60K,blue,3,2,3,3672.19,1464.46,28
66,F,0,doutorado,casado,na,blue,5,3,4,7882.47,704.78,16
45,M,3,mestrado,solteiro,$80K - $120K,blue,2,2,2,32426.29,1109.51,28
51,M,2,na,casado,$40K - $60K,blue,4,0,1,6205.02,1347.47,28
50,F,1,graduacao,solteiro,$40K - $60K,silver,3,3,2,17304.68,1756.00,33
49,M,3,ensino medio,casado,$60K - $80K,blue,5,1,2,3906.40,1756.49,32
38,F,4,mestrado,solteiro,na,blue,2,3,3,9830.13,1042.80,23
49,M,4,sem educacao formal,solteiro,$80K - $120K,blue,3,3,2,34516.07,1444.77,28
56,M,2,doutorado,casado,$60K - $80K,blue,6,0,2,2283.59,1741.52,27
59,M,1,doutorado,casado,$40K - $60K,blue,3,2,2,2548.58,1719.18,27
46,M,3,ensino medio,casado,$80K - $120K,blue,4,3,3,19458.61,1217.71,27
52,M,1,graduacao,solteiro,$80K - $120K,blue,5,1,1,4745.36,1140.09,40
52,F,3,na,casado,menos que $40K,blue,6,2,3,2622.45,1878.14,30
54,F,1,mestrado,casado,menos que $40K,blue,2,1,3,1438.08,705.59,19
66,F,0,ensino medio,casado,menos que $40K,blue,3,2,4,3171.17,1946.81,38
49,M,2,na,casado,$120K +,blue,4,0,2,19763.65,1414.42,35
56,M,2,mestrado,casado,$120K +,blue,1,3,3,15769.34,602.60,15
49,F,4,mestrado,na,menos que $40K,blue,6,2,4,3298.68,1052.40,32
49,F,3,mestrado,solteiro,menos que $40K,blue,2,0,2,2802.32,1295.77,40
56,M,2,sem educacao formal,casado,$40K - $60K,blue,4,3,2,4458.72,1424.23,29
44,F,5,mestrado,casado,na,blue,4,2,1,6273.36,1359.02,25
42,M,2,ensino medio,solteiro,$60K - $80K,blue,4,3,4,3336.16,1168.25,27
55,M,3,na,casado,$80K - $120K,blue,4,3,2,3436.88,1097.15,33
48,M,2,mestrado,casado,$60K - $80K,silver,2,4,4,34516.60,691.10,15
39,M,1,ensino medio,divorciado,$60K - $80K,blue,5,3,3,5926.84,1316.35,28
44,M,4,doutorado,solteiro,$120K +,blue,2,2,4,23957.43,1276.73,26
53,M,2,ensino medio,solteiro,$120K +,blue,4,2,2,14734.78,1289.07,23
51,M,4,sem educacao formal,solteiro,$80K - $120K,silver,4,4,1,34516.43,1293.87,32
57,M,2,graduacao,casado,$60K - $80K,blue,5,3,3,6585.00,1353.02,35
44,F,2,sem educacao formal,solteiro,menos que $40K,blue,6,3,3,2084.40,1132.88,28
49,M,2,mestrado,casado,$60K - $80K,blue,2,2,2,1687.32,1670.43,17
50,M,2,doutorado,casado,$80K - $120K,blue,6,2,2,25300.81,837.74,15
51,M,4,mestrado,solteiro,$120K +,blue,3,3,2,34516.09,1550.71,41
55,F,2,mestrado,casado,menos que $40K,blue,5,3,3,2216.16,1540.51,36
54,M,1,mestrado,na,$60K - $80K,blue,4,3,2,2910.05,1256.06,21
42,M,5,sem educacao formal,casado,$80K - $120K,blue,6,2,2,22913.54,1394.75,35
44,M,1,graduacao,solteiro,$60K - $80K,blue,3,3,3,24312.55,1341.81,24
53,M,2,mestrado,solteiro,$80K - $120K,blue,5,2,3,5272.70,1289.65,33
44,F,4,mestrado,solteiro,menos que $40K,blue,6,2,4,7000.35,1112.55,23
37,F,3,sem educacao formal,solteiro,menos que $40K,blue,4,2,4,7038.51,2339.31,57
49,M,3,mestrado,divorciado,$60K - $80K,blue,6,2,1,2536.00,1468.07,23
47,M,2,mestrado,casado,$80K - $120K,blue,6,2,3,28904.11,1334.19,35
47,M,3,mestrado,casado,$60K - $80K,blue,4,0,4,8567.99,1457.17,41
44,M,1,na,na,$120K +,blue,6,2,2,34516.95,1603.72,29
55,F,4,na,casado,$40K - $60K,blue,2,3,4,2158.57,615.02,12
59,F,1,mestrado,casado,na,blue,2,3,3,10133.91,1068.99,20
53,M,1,mestrado,divorciado,$80K - $120K,blue,5,2,4,34516.40,1590.14,27
52,M,2,mestrado,casado,$60K - $80K,blue,5,0,3,3085.37,1531.13,35
53,M,2,ensino medio,solteiro,$120K +,blue,4,1,2,19040.89,1212.09,31
43,F,3,sem educacao formal,solteiro,menos que $40K,blue,5,3,2,4026.73,1237.00,32
44,M,3,ensino medio,solteiro,$60K - $80K,blue,4,1,3,12756.68,1413.28,14
57,M,2,na,casado,$120K +,blue,5,3,3,5266.90,1516.81,29
51,F,2,ensino medio,solteiro,menos que $40K,blue,3,2,2,9930.94,1276.14,21
49,M,4,ensino medio,solteiro,$80K - $120K,blue,4,0,3,31302.28,1564.29,35
45,M,1,mestrado,solteiro,$40K - $60K,blue,4,3,4,6576.08,1465.89,34
53,M,0,mestrado,solteiro,$80K - $120K,blue,5,1,4,2664.65,1286.10,29
45,F,3,na,casado,na,blue,5,2,1,2535.81,1312.66,20
64,M,1,mestrado,casado,menos que $40K,blue,6,3,4,1709.75,1673.96,32
45,M,3,mestrado,casado,$40K - $60K,blue,5,2,4,3454.88,1313.57,30
53,M,3,doutorado,casado,$40K - $60K,blue,5,2,3,3789.07,1609.80,42
56,M,3,graduacao,casado,$120K +,blue,3,0,2,9689.42,1158.65,19
47,M,2,na,casado,$80K - $120K,blue,2,3,3,5449.10,836.55,18
49,F,3,graduacao,solteiro,na,blue,4,0,4,23032.31,1289.53,22
41,F,3,na,casado,na,silver,5,3,3,34516.81,1487.10,26
53,M,3,mestrado,casado,$120K +,blue,6,2,2,2940.23,1259.60,33
44,F,2,mestrado,solteiro,menos que $40K,blue,3,3,3,3031.74,1298.42,15
44,M,3,ensino medio,na,$60K - $80K,blue,3,0,3,1862.88,1226.76,34
43,F,4,doutorado,casado,menos que $40K,blue,2,3,3,8358.36,1566.92,37
53,M,2,doutorado,solteiro,$120K +,blue,6,2,1,34516.70,1022.13,21
44,M,1,sem educacao formal,casado,$60K - $80K,blue,5,3,2,14450.88,1235.89,30
62,F,1,na,casado,menos que $40K,blue,6,0,0,1438.56,1951.32,44
54,M,4,na,divorciado,$120K +,blue,6,2,3,33791.17,1047.44,31
57,M,4,mestrado,casado,$60K - $80K,blue,4,0,3,8466.12,1342.04,32
42,M,3,na,casado,$60K - $80K,blue,5,3,3,15088.39,1107.18,21
42,M,4,ensino medio,divorciado,$60K - $80K,blue,5,2,1,3263.41,1251.05,35
